Capability_ID,Domain,Capability_Name,V1_Description,V1_UI_Evidence,V1_API_Evidence,V1_Service_Evidence,V1_DB_Evidence,V1_Permission_Evidence,V1_Runtime_Depth,V1_Implementation_Status,Business_Criticality,Notes
CAP-001,Admin,AdminEmperor,PASS A feature record: AdminEmperor; logic=threshold logic; admin=no; tests=no.,AdminEmperor.tsx:370,yes GET — AdminEmperor.tsx:370,logic=threshold logic,db=yes (read),admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-160,UX,GlobalConfiguratorPanel,PASS A feature record: GlobalConfiguratorPanel; logic=style→cost/time delta; admin=no; tests=no.,GlobalConfiguratorPanel.tsx:722,no — GlobalConfiguratorPanel.tsx:722,logic=style→cost/time delta,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-161,UX,StructuralConfigurator,PASS A feature record: StructuralConfigurator; logic=load profiles + rebar ratios; admin=no; tests=no.,StructuralConfigurator.tsx:327,no — StructuralConfigurator.tsx:327,logic=load profiles + rebar ratios,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-162,UX,MedicalGradeMEPEngine,PASS A feature record: MedicalGradeMEPEngine; logic=ASHRAE 170 + lead shielding; admin=no; tests=no.,MedicalGradeMEPEngine.tsx:533,no — MedicalGradeMEPEngine.tsx:533,logic=ASHRAE 170 + lead shielding,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-163,UX,MEPEngine,PASS A feature record: MEPEngine; logic=core MEP quantities; admin=no; tests=no.,MEPEngine.tsx:281,no — MEPEngine.tsx:281,logic=core MEP quantities,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-164,Membership,ResidentialFloorPlanDXF,PASS A feature record: ResidentialFloorPlanDXF; logic=floor plan DXF generation; admin=no; tests=no.,none recorded,no — ResidentialFloorPlanDXF.ts:784,logic=floor plan DXF generation,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-165,UX,MEPLayoutEngine,PASS A feature record: MEPLayoutEngine; logic=MEP fixture DXF placement; admin=no; tests=no.,none recorded,no — MEPLayoutEngine.ts:112,logic=MEP fixture DXF placement,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-166,UX,SectionElevationEngine,PASS A feature record: SectionElevationEngine; logic=section/elevation DXF gen; admin=no; tests=no.,none recorded,no — SectionElevationEngine.ts:199,logic=section/elevation DXF gen,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-167,Tools,DXFWriter,PASS A feature record: DXFWriter; logic=DXF file serialization; admin=no; tests=no.,none recorded,no — DXFWriter.ts:121,logic=DXF file serialization,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-168,UX,ContractGenerator,PASS A feature record: ContractGenerator; logic=contract HTML rendering; admin=no; tests=no.,ContractGenerator.tsx:460,no — ContractGenerator.tsx:460,logic=contract HTML rendering,db=no,admin/guard=no,L3_PARTIAL_FLOW,L3_PARTIAL_FLOW,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-169,UX,ContractPackager,PASS A feature record: ContractPackager; logic=BOQ split into packages; admin=no; tests=no.,ContractPackager.tsx:376,no — ContractPackager.tsx:376,logic=BOQ split into packages,db=no,admin/guard=no,L3_PARTIAL_FLOW,L3_PARTIAL_FLOW,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-170,Tools,BilingualPDFContract,PASS A feature record: BilingualPDFContract; logic=bilingual contract rendering; admin=no; tests=no.,BilingualPDFContract.tsx:388,no — BilingualPDFContract.tsx:388,logic=bilingual contract rendering,db=no,admin/guard=no,L3_PARTIAL_FLOW,L3_PARTIAL_FLOW,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-171,Tools,ConsultantTitleBlockPDF,PASS A feature record: ConsultantTitleBlockPDF; logic=title block + QR rendering; admin=no; tests=no.,ConsultantTitleBlockPDF.tsx:254,no — ConsultantTitleBlockPDF.tsx:254,logic=title block + QR rendering,db=no,admin/guard=no,L3_PARTIAL_FLOW,L3_PARTIAL_FLOW,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-172,UX,LayerMapper,PASS A feature record: LayerMapper; logic=DXF layer mapping UI; admin=no; tests=no.,LayerMapper.tsx:315,no — LayerMapper.tsx:315,logic=DXF layer mapping UI,db=no,admin/guard=no,L3_PARTIAL_FLOW,L3_PARTIAL_FLOW,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-173,UX,CostEstimator,PASS A feature record: CostEstimator; logic=qty × rate calcs; admin=no; tests=no.,CostEstimator.tsx:323,no — CostEstimator.tsx:323,logic=qty × rate calcs,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-174,UX,ProjectEnginePassport,PASS A feature record: ProjectEnginePassport; logic=display only; admin=no; tests=no.,ProjectEnginePassport.tsx:294,no — ProjectEnginePassport.tsx:294,logic=display only,db=no,admin/guard=no,L1_UI_ONLY,L1_UI_ONLY,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-175,UX,SovereignEthicsShield,PASS A feature record: SovereignEthicsShield; logic=display only; admin=no; tests=no.,SovereignEthicsShield.tsx:128,no — SovereignEthicsShield.tsx:128,logic=display only,db=no,admin/guard=no,L1_UI_ONLY,L1_UI_ONLY,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-176,Identity,UserPreferences,PASS A feature record: UserPreferences; logic=localStorage prefs; admin=no; tests=no.,none recorded,no — UserPreferences.ts:182,logic=localStorage prefs,db=no,admin/guard=no,L2_DATA_MODEL_ONLY,L2_DATA_MODEL_ONLY,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-177,Services,landAnalysisService,PASS A feature record: landAnalysisService; logic=PDF→OCR→ONNX→coords pipeline; admin=no; tests=no.,none recorded,no — landAnalysisService.ts:563,logic=PDF→OCR→ONNX→coords pipeline,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-178,Tools,ocrProcessor,PASS A feature record: ocrProcessor; logic=Tesseract.js ara+eng; admin=no; tests=no.,none recorded,no — ocrProcessor.ts:133,logic=Tesseract.js ara+eng,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-179,Tools,onnxProcessor,PASS A feature record: onnxProcessor; logic=ONNX Runtime diagram analysis; admin=no; tests=no.,none recorded,no — onnxProcessor.ts:136,logic=ONNX Runtime diagram analysis,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-180,Services,dxfExportService,PASS A feature record: dxfExportService; logic=room data → DXF R12 file; admin=no; tests=no.,none recorded,no — dxfExportService.ts:209,logic=room data → DXF R12 file,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-181,UX,imagePreprocessor,PASS A feature record: imagePreprocessor; logic=canvas grayscale/Otsu/deskew; admin=no; tests=no.,none recorded,no — imagePreprocessor.ts:261,logic=canvas grayscale/Otsu/deskew,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-182,Tools,pdfProcessor,PASS A feature record: pdfProcessor; logic=pdfjs-dist text + render; admin=no; tests=no.,none recorded,no — pdfProcessor.ts:51,logic=pdfjs-dist text + render,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-183,Chat,chatAdminService,PASS A feature record: chatAdminService; logic=admin chat API wrapper; admin=no; tests=no.,none recorded,yes — chatAdminService.ts:28,logic=admin chat API wrapper,db=yes,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-184,Services,auditService,PASS A feature record: auditService; logic=localStorage audit trail; admin=no; tests=no.,none recorded,no — auditService.ts:50,logic=localStorage audit trail,db=no,admin/guard=no,L2_DATA_MODEL_ONLY,L2_DATA_MODEL_ONLY,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-185,Chat,ChatContext,PASS A feature record: ChatContext; logic=real-time messaging protocol; admin=no; tests=no.,ChatContext.tsx:324,yes (WS) — ChatContext.tsx:324,logic=real-time messaging protocol,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-186,Identity,AuthContext,PASS A feature record: AuthContext; logic=login/register/session; admin=no; tests=no.,AuthContext.tsx:204,yes — AuthContext.tsx:204,logic=login/register/session,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-187,Geography,GeoContext,PASS A feature record: GeoContext; logic=geolocation chain; admin=no; tests=no.,none recorded,yes (GPS+IP) — GeoContext.tsx:195,logic=geolocation chain,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-188,Ads,GeoAdsContext,PASS A feature record: GeoAdsContext; logic=geo ad fetching + caching; admin=no; tests=no.,none recorded,yes (GET+POST) — GeoAdsContext.tsx:107,logic=geo ad fetching + caching,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,CRITICAL,Derived from reconciled PASS A implementation-depth evidence.
CAP-189,Organizations,CompanyContext,PASS A feature record: CompanyContext; logic=localStorage company CRUD; admin=no; tests=no.,none recorded,no — CompanyContext.tsx:111,logic=localStorage company CRUD,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-190,Geography,LocationContext,PASS A feature record: LocationContext; logic=country/gov/city state; admin=no; tests=no.,none recorded,no — LocationContext.tsx:340,logic=country/gov/city state,db=no,admin/guard=no,L4_END_TO_END_WIRED,L4_END_TO_END_WIRED,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-191,UX,api.ts (mock),PASS A feature record: api.ts (mock); logic=in-memory CRUD mock; admin=no; tests=no.,none recorded,no — api.ts:1170,logic=in-memory CRUD mock,db=no,admin/guard=no,L3_PARTIAL_FLOW,L3_PARTIAL_FLOW,MAJOR,Derived from reconciled PASS A implementation-depth evidence.
CAP-192,Identity,Email verification lifecycle,Register → token/OTP → verify → active account,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md; VerifyEmail.tsx,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md; VerifyEmail.tsx,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md; VerifyEmail.tsx,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md; VerifyEmail.tsx,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md; VerifyEmail.tsx,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-193,Identity,Password recovery lifecycle,Forgot/reset password with validation,ResetPassword.tsx; server auth routes,ResetPassword.tsx; server auth routes,ResetPassword.tsx; server auth routes,ResetPassword.tsx; server auth routes,ResetPassword.tsx; server auth routes,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-194,Identity,Social OAuth login,Not established as complete in V1,PASS A identity model,PASS A identity model,PASS A identity model,PASS A identity model,PASS A identity model,Cross-file capability,WIRED_OR_DOCUMENTED,MAJOR,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-195,Authorization,Server-side RBAC enforcement,Role and JSON permission enforcement,V1_AUTHORIZATION_ACTION_MATRIX.csv,V1_AUTHORIZATION_ACTION_MATRIX.csv,V1_AUTHORIZATION_ACTION_MATRIX.csv,V1_AUTHORIZATION_ACTION_MATRIX.csv,V1_AUTHORIZATION_ACTION_MATRIX.csv,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-196,Authorization,Blocked account enforcement,active/banned state gates,users.status; 07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,users.status; 07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,users.status; 07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,users.status; 07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,users.status; 07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-197,Ads,Core ad matching and delivery,Targeted campaign selection and creative delivery,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-198,Ads,Geo/radius/tier campaign targeting,Country/region/city/village and sponsor priority,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-199,Ads,Campaign caps and analytics,View/click limits and tracking,V1 ads maxViews/maxClicks/viewCount/clickCount,V1 ads maxViews/maxClicks/viewCount/clickCount,V1 ads maxViews/maxClicks/viewCount/clickCount,V1 ads maxViews/maxClicks/viewCount/clickCount,V1 ads maxViews/maxClicks/viewCount/clickCount,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-200,Ads,Legacy advertising match endpoint,V1 matching behavior,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,12_V1_ADVERTISING_BUSINESS_ENGINE.md,Cross-file capability,WIRED_OR_DOCUMENTED,MAJOR,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-201,Chat,Two-user persisted messaging,A sends to B; stored and visible to B,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-202,Chat,Realtime encrypted conversation,Socket.IO plus AES-256-GCM realtime messaging,11_V1_MESSAGING_PROTOCOL_AND_UX.md; server/chat-server.ts,11_V1_MESSAGING_PROTOCOL_AND_UX.md; server/chat-server.ts,11_V1_MESSAGING_PROTOCOL_AND_UX.md; server/chat-server.ts,11_V1_MESSAGING_PROTOCOL_AND_UX.md; server/chat-server.ts,11_V1_MESSAGING_PROTOCOL_AND_UX.md; server/chat-server.ts,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-203,Chat,Message attachments and moderation,Image/voice/file plus moderation access logs,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,11_V1_MESSAGING_PROTOCOL_AND_UX.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-204,Properties,Public property search/filter,Search by type/geo/price/area/beds/baths,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-205,Properties,Property creation and moderation,Draft/create/media/submit/review/publish,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,16_V1_PROPERTY_ECOSYSTEM.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-206,Properties,Buyer requests and office offers,Reverse marketplace request/offer lifecycle,property_requests; property_offers,property_requests; property_offers,property_requests; property_offers,property_requests; property_offers,property_requests; property_offers,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-207,Services,Three-mode services model,Directory + urgent dispatch + tender/RFQ,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-208,Services,Provider application and portfolio,Provider application/profile/docs/portfolio,ServiceHub profiles and provider journey,ServiceHub profiles and provider journey,ServiceHub profiles and provider journey,ServiceHub profiles and provider journey,ServiceHub profiles and provider journey,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-209,Services,Service request matching and offers,Request → match → provider offer → acceptance,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,20_V1_SERVICES_THREE_MODE_MODEL.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-210,Services,Sentiment-tracked service feedback,positive/neutral/negative feedback affects reputation,service_hub_feedback.sentiment,service_hub_feedback.sentiment,service_hub_feedback.sentiment,service_hub_feedback.sentiment,service_hub_feedback.sentiment,Cross-file capability,WIRED_OR_DOCUMENTED,MAJOR,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-211,Organizations,Organization membership and roles,Office/company team membership and permissions,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,07_V1_IDENTITY_ACCOUNT_CAPABILITY_MODEL.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-212,Auctions,Auction bidding transaction,"Validated bid, persistence, result, errors",19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-213,Auctions,Auto-bidding ceiling,Incremental bids up to maxAutoBid,auction_bids.maxAutoBid,auction_bids.maxAutoBid,auction_bids.maxAutoBid,auction_bids.maxAutoBid,auction_bids.maxAutoBid,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-214,Auctions,Anti-sniping auto-extension,Extend auction on late bids,auction_settings.autoExtendMinutes,auction_settings.autoExtendMinutes,auction_settings.autoExtendMinutes,auction_settings.autoExtendMinutes,auction_settings.autoExtendMinutes,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-215,Auctions,Suspicious relist and sale proof,"30-day relist detection, proof deadline, admin resolution",19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,19_V1_AUCTION_OPERATING_SYSTEM.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-216,Auctions,Auction contract and terms,Seller/bidder terms and contract,auction-contract.ts,auction-contract.ts,auction-contract.ts,auction-contract.ts,auction-contract.ts,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-217,Matching,Elite property leads,Manual elite inquiry flag and lead score,09B_V1_ELITE_LEADS.md,09B_V1_ELITE_LEADS.md,09B_V1_ELITE_LEADS.md,09B_V1_ELITE_LEADS.md,09B_V1_ELITE_LEADS.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-218,Matching,Developer-project matchmaking,Match property requests to developer projects,09C_V1_MATCHMAKING.md,09C_V1_MATCHMAKING.md,09C_V1_MATCHMAKING.md,09C_V1_MATCHMAKING.md,09C_V1_MATCHMAKING.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-219,Membership,Virtual token wallet,tokenBalance microtransaction capability,06_V1_FIELD_LEVEL_PRODUCT_IDEAS.md,06_V1_FIELD_LEVEL_PRODUCT_IDEAS.md,06_V1_FIELD_LEVEL_PRODUCT_IDEAS.md,06_V1_FIELD_LEVEL_PRODUCT_IDEAS.md,06_V1_FIELD_LEVEL_PRODUCT_IDEAS.md,Cross-file capability,WIRED_OR_DOCUMENTED,MAJOR,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-220,Membership,Promo codes and plan overrides,"Discounts, usage limits, per-tier overrides",09D_V1_MEMBERSHIP.md,09D_V1_MEMBERSHIP.md,09D_V1_MEMBERSHIP.md,09D_V1_MEMBERSHIP.md,09D_V1_MEMBERSHIP.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-221,Tools,Find My Land OCR/coordinate flow,Upload/extract/coordinates/map/export,MapMyDeed and landAnalysisService evidence,MapMyDeed and landAnalysisService evidence,MapMyDeed and landAnalysisService evidence,MapMyDeed and landAnalysisService evidence,MapMyDeed and landAnalysisService evidence,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-222,Tools,PDF to DOCX conversion,Upload PDF and download DOCX preserving layout,Tools archaeology,Tools archaeology,Tools archaeology,Tools archaeology,Tools archaeology,Cross-file capability,WIRED_OR_DOCUMENTED,MAJOR,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-223,Notifications,Cross-domain notification center,Property/chat/service/auction/admin notifications and unread state,notifications table; 03 journeys,notifications table; 03 journeys,notifications table; 03 journeys,notifications table; 03 journeys,notifications table; 03 journeys,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-224,Office Integration,Office pairing and device credentials,Pair/install/device authentication,desktop integration evidence,desktop integration evidence,desktop integration evidence,desktop integration evidence,desktop integration evidence,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-225,Office Integration,Office sync and realtime stream,Property/media/news/ads/radar sync with retry,desktop sync endpoints in PASS A,desktop sync endpoints in PASS A,desktop sync endpoints in PASS A,desktop sync endpoints in PASS A,desktop sync endpoints in PASS A,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-226,Admin,Admin command and analytics surface,Users/content/analytics/admin operations,09A; 55_V1_ADMIN_CONTROL_SURFACE.md,09A; 55_V1_ADMIN_CONTROL_SURFACE.md,09A; 55_V1_ADMIN_CONTROL_SURFACE.md,09A; 55_V1_ADMIN_CONTROL_SURFACE.md,09A; 55_V1_ADMIN_CONTROL_SURFACE.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-227,Geography,Smart landing URL personalization,URL aliases propagate country/governorate/city/category and analytics,32_V1_SMART_LANDING_RULEBOOK.md,32_V1_SMART_LANDING_RULEBOOK.md,32_V1_SMART_LANDING_RULEBOOK.md,32_V1_SMART_LANDING_RULEBOOK.md,32_V1_SMART_LANDING_RULEBOOK.md,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-228,Geography,Hierarchical geo data,Country/governorate/city/district hierarchy,V1 geo fields and smart landing,V1 geo fields and smart landing,V1 geo fields and smart landing,V1 geo fields and smart landing,V1 geo fields and smart landing,Cross-file capability,WIRED_OR_DOCUMENTED,MAJOR,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-229,Localization,Runtime localization delivery,Arabic/English/Turkish and dynamic values,i18n.ts; translation archaeology,i18n.ts; translation archaeology,i18n.ts; translation archaeology,i18n.ts; translation archaeology,i18n.ts; translation archaeology,Cross-file capability,WIRED_OR_DOCUMENTED,CRITICAL,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
CAP-230,UX,Public navigation and responsive shell,Navigation/header/footer/ads/RTL/mobile,V1 page/component coverage,V1 page/component coverage,V1 page/component coverage,V1 page/component coverage,V1 page/component coverage,Cross-file capability,WIRED_OR_DOCUMENTED,MAJOR,Cross-cutting capability added from PASS A domain archaeology to avoid file-level loss.
