Capability_ID,Domain,Capability,V1_Status,Current_Status,Parity_Result,V1_Evidence,Current_Evidence,Runtime_Evidence,Severity,Launch_Blocker,Recommended_Action,Notes
CAP-118,Ads,AdvertiserProposals,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,marketer/AdvertiserProposals.tsx:128,src/types/advertiser.ts; app/admin/advertisers/advertiser-admin-client.tsx; app/admin/advertisers/_components/NewAdvertiserForm.tsx; app/admin/advertisers/_components/EditAdvertiserForm.tsx,Runtime: POST /api/ads/match with global_header/home/SA returned 200 and a matched creative; legacy GET /api/advertising/match returned 500.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-119,Properties,AvailableProperties,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,marketer/AvailableProperties.tsx:141,hooks/useProperties.ts; lib/properties-format.ts; lib/properties-schema.ts; src/data/demo-properties.ts,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-120,UX,MarketerContracts,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,marketer/MarketerContracts.tsx:122,lib/geo/contracts.ts; lib/land/contracts.ts; lib/news/contracts.ts; lib/land/intelligence/contracts.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-121,Identity,MarketerProfile,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,marketer/MarketerProfile.tsx:155,lib/amrs/profiles.ts; lib/amrs/workspace-profile-api.ts; lib/amrs/contracts/profile-strength.ts; src/components/public/organization-profile-page.tsx,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-122,UX,MarketerProposals,L3_PARTIAL_FLOW,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,marketer/MarketerProposals.tsx:84,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,No reliable equivalent was established; retained as unknown rather than declaring LOST without direct proof.
CAP-123,Identity,MarketerRegister,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,marketer/MarketerRegister.tsx:222,app/register/page.tsx; app/api/auth/register/route.ts; app/page.tsx; src/types/site.ts,"Runtime: /login=200, /register=200, unauthenticated /api/auth/me=401; no authenticated lifecycle tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-124,Geography,SmartLanding,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,useSmartLanding.ts:190,hooks/useProperty.ts; hooks/useFavorites.ts; hooks/useProperties.ts; src/hooks/useViewer.ts,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-125,Authorization,SmartLandingBanner,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,SmartLandingBanner.tsx:279,src/data/translations.ts; src/constants/advertising.ts; lib/services/seed-marketplace.ts; src/components/AdRequestDialog.tsx,Runtime: unauthenticated /api/admin/stats=403 and /api/admin/roles=401; privileged positive path not tested.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-126,Authorization,GeoAdBanner,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,GeoAdBanner.tsx:135,lib/ads/geo.ts; lib/geo/geometry.ts; lib/geo/geocoding.ts; src/contexts/GeoContext.tsx,Runtime: unauthenticated /api/admin/stats=403 and /api/admin/roles=401; privileged positive path not tested.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-127,Chat,UnifiedInbox,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,UnifiedInbox.tsx:516,app/dashboard/services/inbox/page.tsx; src/config/sidebar.ts; app/dashboard/page.tsx; lib/services/marketplace.ts,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-128,UX,AccountSwitcher,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,AccountSwitcher.tsx:68,src/components/AccountDialog.tsx; src/components/public/CountrySwitcher.tsx; app/(account)/layout.tsx; app/account/profile/page.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-129,UX,EliteBadge,L2_DATA_MODEL_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,EliteBadge.tsx:53,src/components/ui/Badge.tsx; src/components/shared/Badge.tsx; src/components/services/ServiceStatusBadges.tsx; app/page.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-130,UX,InvestmentGauge,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,InvestmentGauge.tsx:80,lib/db/schemas/offer-types-schema.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-131,Properties,PropertyFinanceTools,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,PropertyFinanceTools.tsx:255,hooks/useProperty.ts; src/data/toolsData.ts; src/components/tools/ToolsGate.tsx; lib/validators/property-validators.ts,"Runtime: /properties=200, GET /api/properties?limit=1=200, GET /api/properties/search?limit=1=200; authenticated mutations not tested.",P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-132,Tools,MortgageCalculator,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MortgageCalculator.tsx:116,src/components/tools/Calculator.tsx; src/components/tools/AreaCalculator.tsx; src/components/tools/ToolCalculatorShell.tsx; lib/news/ingestion.ts,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-133,UX,SaveSearchButton,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,SaveSearchButton.tsx:116,app/dashboard/saved-searches/page.tsx; app/dashboard/properties/saved-searches/page.tsx; app/api/saved-searches/route.ts; app/api/saved-searches/[id]/route.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-134,UX,MapMyDeed,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MapMyDeed.tsx:595,src/components/tools/LandMapper.tsx; lib/auth/identity-map.ts; src/components/land/LandMap.tsx; app/tools/find-my-land/land-map.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-135,UX,ShareButton,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ShareButton.tsx:70,src/components/shared/Button.tsx; lib/land/share.ts; src/components/ui/Button.tsx; src/components/services/StartThreadButton.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-136,UX,ShareModal,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ShareModal.tsx:131,src/components/shared/Modal.tsx; lib/land/share.ts; src/components/shared/Card.tsx; src/components/shared/Badge.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-137,Chat,ChatApp,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ChatApp (via ChatContext),src/components/tools/LandMapper.tsx; src/components/public/office-app-promotion.tsx; app/services/page.tsx; app/providers/[id]/page.tsx,Runtime: unauthenticated /api/messages=401; no two-user send/read/realtime test performed.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-138,UX,BOQEngine,L4_END_TO_END_WIRED,NOT_ESTABLISHED,LOST,BOQEngine.tsx:643,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P1,NO,Restore or formally defer in PASS C.,No current BOQEngine implementation was found.
CAP-139,UX,DrawingEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,DrawingEngine.tsx:713,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-140,UX,PriceManager,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,PriceManager.tsx:401,src/components/public/PwaManager.tsx; app/api/property-requests/[id]/offers/route.ts; lib/ad-schema.ts; lib/ads/admin.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-141,UX,ConsultantValidationEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ConsultantValidationEngine.tsx:822,lib/ads/engine.ts; src/lib/cad/validation.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-142,Geography,ClimateGeoEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ClimateGeoEngine.tsx:748,lib/ads/engine.ts; lib/ads/geo.ts; lib/geo/geometry.ts; lib/geo/geocoding.ts,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-143,UX,SeismicProtectionEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,SeismicProtectionEngine.tsx:574,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-144,UX,RetailMallEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,RetailMallEngine.tsx:789,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-145,UX,MedSpecialtyEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MedSpecialtyEngine.tsx:655,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-146,UX,InstitutionalSovereignEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,InstitutionalSovereignEngine.tsx:634,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-147,Authorization,BankingSecurityEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,BankingSecurityEngine.tsx:569,lib/news/security.ts; lib/ads/engine.ts; lib/amrs/security.ts; lib/geo/security-gate.ts,Runtime: unauthenticated /api/admin/stats=403 and /api/admin/roles=401; privileged positive path not tested.,P1,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-148,UX,FireSafetyEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,FireSafetyEngine.tsx:483,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-149,Tools,AcademicSpecialtyEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,AcademicSpecialtyEngine.tsx:566,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-150,Tools,CADGeometryEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,CADGeometryEngine.ts:373,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-151,Tools,CADParser,L4_END_TO_END_WIRED,NOT_ESTABLISHED,REGRESSED,CADParser.ts:268,No reliable current equivalent located,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Restore or formally defer in PASS C.,"Current CAD/DXF utilities exist, but the V1 parser surface was not found by name or equivalent proof."
CAP-152,UX,BIMViewer,L4_END_TO_END_WIRED,NOT_ESTABLISHED,LOST,BIMViewer.tsx:323,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Restore or formally defer in PASS C.,No current BIM viewer implementation found.
CAP-153,UX,Building3DVisualizer,L4_END_TO_END_WIRED,NOT_ESTABLISHED,LOST,Building3DVisualizer.tsx:227,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Restore or formally defer in PASS C.,No current V1 3D building visualizer evidence found.
CAP-154,Geography,LandGeometryModule,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,LandGeometryModule.tsx:541,lib/land/intelligence/geometry-builder.ts; src/components/tools/FindMyLand.tsx; lib/geo/geometry.ts; lib/land/saved-land.ts,Runtime: GET /api/geo?type=countries=200; cross-platform propagation and smart-landing URL behavior not tested.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-155,UX,MosqueEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MosqueEngine.tsx:374,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-156,UX,K12SchoolEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,K12SchoolEngine.tsx:339,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-157,UX,IndustrialEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,IndustrialEngine.tsx:356,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-158,UX,HighRiseStructuralEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,HighRiseStructuralEngine.tsx:394,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-159,UX,LandscapeIrrigationEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,LandscapeIrrigationEngine.tsx:354,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-160,UX,GlobalConfiguratorPanel,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,GlobalConfiguratorPanel.tsx:722,src/components/cad/CadExportPanel.tsx; src/components/cad/CadLayersPanel.tsx; app/page.tsx; lib/db/schema.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-161,UX,StructuralConfigurator,L4_END_TO_END_WIRED,NOT_ESTABLISHED,LOST,StructuralConfigurator.tsx:327,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Restore or formally defer in PASS C.,No current equivalent found.
CAP-162,UX,MedicalGradeMEPEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MedicalGradeMEPEngine.tsx:533,app/tools/[id]/page.tsx,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-163,UX,MEPEngine,L4_END_TO_END_WIRED,NOT_ESTABLISHED,LOST,MEPEngine.tsx:281,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Restore or formally defer in PASS C.,No current equivalent found.
CAP-164,Membership,ResidentialFloorPlanDXF,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ResidentialFloorPlanDXF.ts:784,src/lib/cad/dxf-generator.ts; src/lib/tools/points-to-dxf.ts; src/components/tools/PointsToDxf.tsx; lib/mysql-runtime.ts,No authenticated plan/promo/license lifecycle test performed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-165,UX,MEPLayoutEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,MEPLayoutEngine.ts:112,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-166,UX,SectionElevationEngine,L4_END_TO_END_WIRED,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,SectionElevationEngine.ts:199,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-167,Tools,DXFWriter,L4_END_TO_END_WIRED,NOT_ESTABLISHED,REGRESSED,DXFWriter.ts:121,No reliable current equivalent located,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Restore or formally defer in PASS C.,"Current DXF generation exists, but V1 writer parity/output equivalence was not runtime-tested."
CAP-168,UX,ContractGenerator,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ContractGenerator.tsx:460,lib/geo/contracts.ts; lib/land/contracts.ts; lib/news/contracts.ts; src/lib/cad/dxf-generator.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-169,UX,ContractPackager,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ContractPackager.tsx:376,lib/geo/contracts.ts; lib/land/contracts.ts; lib/news/contracts.ts; lib/services/geo/geo-contract.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-170,Tools,BilingualPDFContract,L3_PARTIAL_FLOW,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,BilingualPDFContract.tsx:388,No reliable current equivalent located,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,Current auction contract and PDF utilities exist; output parity needs fixtures.
CAP-171,Tools,ConsultantTitleBlockPDF,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ConsultantTitleBlockPDF.tsx:254,src/components/tools/PdfToWord.tsx; src/lib/tools/pdf-to-word-layout.ts; src/lib/cad/pdf-export.ts; app/tools/pdf2word/page.tsx,Runtime: /tools=200; individual upload/process/download workflows were not executed.,P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-172,UX,LayerMapper,L3_PARTIAL_FLOW,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,LayerMapper.tsx:315,src/components/tools/LandMapper.tsx; src/components/cad/CadLayersPanel.tsx; src/lib/cad/types.ts; lib/news/placements.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
CAP-173,UX,CostEstimator,L4_END_TO_END_WIRED,NOT_ESTABLISHED,NEEDS_RUNTIME_PROOF,CostEstimator.tsx:323,No reliable current equivalent located,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,No reliable equivalent was established; retained as unknown rather than declaring LOST without direct proof.
CAP-174,UX,ProjectEnginePassport,L1_UI_ONLY,STATIC_EVIDENCE_ONLY,NEEDS_RUNTIME_PROOF,ProjectEnginePassport.tsx:294,lib/ads/engine.ts; lib/land/ocr/ocr-engine.ts; lib/land/core/land-engine.ts; src/lib/tools/engineering.ts,"Runtime public routes /, /properties, /services, /auctions, /tools, /offices returned 200; no full visual/device matrix was run in PASS B.",P2,NO,Provide controlled fixtures and execute the full capability chain in PASS B runtime continuation.,"Static candidates exist, but the complete V1 chain was not exercised."
