feature_id,source_generation,domain,feature,subfeature,v1_depth,v1_status,old_status,current_status,office_status,ui_status,api_status,db_status,authorization_status,realtime_status,notification_status,test_status,decision,priority,target_phase,regression_risk,v1_evidence,old_evidence,current_evidence,office_evidence,notes
ADMIN-019,ROUND-1 (V2 lineage),AB,Service requests,admin view of all requests,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING** — 3 sidebar entries pointing at 404s,FULL,MISSING,MISSING,PARTIAL,n/a,NONE,NONE,none,RESTORE,P1,Phase 2,Med,not assessed in round 1,none found,declared in src/config/sidebar.ts:83-86 (/dashboard/services/supervisor/requests) — **the route does not exist**: find app/dashboard/services/supervisor -type d returns only the root dir with a single page.tsx,ClientRequests,Supervisor sees/edits every service request || admin: none in /admin
ADMIN-020,ROUND-1 (V2 lineage),AB,Service offers / orders,admin view of offers and jobs,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,FULL,MISSING,MISSING,PARTIAL,n/a,NONE,NONE,none,RESTORE,P1,Phase 2,Med,not assessed in round 1,none found,src/config/sidebar.ts:87 /dashboard/services/supervisor/offers → **404**; src/config/sidebar.ts:122 /admin/services/offers → **404** (find app/admin/services -type d → only the root),"ClientOffers, Contracts",Supervisor oversight of bidding and delivery || admin: none
ADMIN-021,ROUND-1 (V2 lineage),AB,Disputes,dispute resolution console,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**BROKEN** — the command centre counts disputes (lib/command-center/service.ts:224,328-330) but no screen can open one, and even the user-facing dispute list fetches a 404",NOT APPLICABLE,**BROKEN**,MISSING,FULL,FULL,NONE,NONE,none,FIX REGRESSION,**P0**,Phase 1,High,not assessed in round 1,none found,"customer UI app/dashboard/services/disputes/page.tsx:32,52 calls **/api/service-disputes, which does not exist** (ls app/api/service-disputes → No such file; the real route is app/api/services/disputes); supervisor entry src/config/sidebar.ts:93 → 404; /admin/services/disputes (sidebar.ts:124) → 404",none,"Admin arbitrates a customer↔provider dispute || admin: **no admin UI, not in the admin sidebar**"
ADMIN-022,ROUND-1 (V2 lineage),AB,Reports (abuse),report queue + resolution,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL — enforcement is dead.** moderateTarget implements hide_review / show_review / suspend_provider / deactivate_listing / deactivate_request (lib/services/marketplace.ts:1713-1730), but **both** admin UIs post { resolution } only and never action (admin-client.tsx:147, supervisor/page.tsx:99). A report can be closed with a note, never enforced",NOT APPLICABLE,PARTIAL,PARTIAL,FULL,FULL,FULL,NONE,NONE,none,FIX REGRESSION,**P0**,Phase 1,not assessed in round 1,none found,list lib/services/marketplace.ts:1675-1698; resolve API app/api/service-reports/[id]/resolve/route.ts:12-40; UI app/admin/services/admin-client.tsx:145-148 and app/dashboard/services/supervisor/page.tsx:99,none,Review and close user abuse reports || admin: UI yes (services tab) · API yes · sidebar via services · gate SERVICE_REPORTS_MANAGE (resolve/route.ts:17)
ADMIN-023,ROUND-1 (V2 lineage),AB,Reports (analytics),/admin/reports page,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,"**PARTIAL** — half the numbers are structurally zero: the advertiser timeline and ""top advertisers"" read sponsor_events (analytics/route.ts:32,49) and **nothing anywhere writes sponsor_events** (grep for INSERT INTO sponsor_events → 0 hits). See ANLY-002",FULL,FULL,FULL,PARTIAL,FULL,NONE,NONE,none,FIX REGRESSION,P1,Phase 2,High,not assessed in round 1,hist/old-tag/app/admin/reports-admin-client.tsx (178 lines),app/admin/reports-admin-client.tsx:43 → /api/admin/analytics; route app/api/admin/analytics/route.ts:17-101,"ReportsView, FinancialReportsView","14-day impression/click timeline, top advertisers, top campaigns || admin: UI yes · API yes · sidebar YES (admin-sidebar.tsx:63) · gate REPORTS_VIEW (app/admin/reports/page.tsx:11, analytics/route.ts:19)"
ADMIN-024,ROUND-1 (V2 lineage),AB,Companies,company records admin,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**PARTIAL** — the public /companies directory (app/api/companies/route.ts:18-23) has no admin management path at all,NOT APPLICABLE,PARTIAL,PARTIAL,MISSING,PARTIAL,NONE,NONE,none,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,**taxonomy only** — app/admin/companies/companies-admin-client.tsx:40-128 calls only /api/admin/companies/taxonomy*; no company record CRUD,none,"Approve/suspend company organizations || admin: UI yes · API taxonomy only · sidebar YES (admin-sidebar.tsx:45 ""تصنيف الشركات"") · gate PROPERTIES_MANAGE (app/admin/companies/page.tsx:11) — **wrong permission for a companies screen**"
ADMIN-025,ROUND-1 (V2 lineage),AB,Company taxonomy,company classification CRUD,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**FULL** (functionally) but gated on the *properties* permission,NOT APPLICABLE,FULL,FULL,FULL,PARTIAL,NONE,NONE,none,KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,none found,"app/api/admin/companies/taxonomy/route.ts:10-12, create/route.ts:10-12, [id]/route.ts:12,43,81",LookupCategories,Sectors / activities for companies || admin: UI yes · API yes · sidebar YES · gate PROPERTIES_MANAGE (all four handlers)
ADMIN-026,ROUND-1 (V2 lineage),AB,Offices,real-estate office admin,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING** — offices are visible publicly and manageable nowhere,FULL,MISSING,MISSING,n/a,n/a,NONE,NONE,none,RESTORE,P1,Phase 2,Med,not assessed in round 1,none found,"**none** — app/api/offices/route.ts:18 filters organizations.type = 'real_estate'; there is no app/admin/offices, no /api/admin/offices","Branches, Settings (office identity)",Approve / manage offices || admin: none
ADMIN-027,ROUND-1 (V2 lineage),AB,Professionals,professional-profile admin,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,FULL,MISSING,MISSING,n/a,n/a,NONE,NONE,none,NEW IMPROVEMENT,P2,Phase 3,Med,not assessed in round 1,none found,**none** — app/api/professionals has only [id]/route.ts (no list route); there is no app/professionals page and no admin surface,TechnicianDirectory,Manage professional/craftsman directory entries || admin: none
ADMIN-028,ROUND-1 (V2 lineage),AB,Organizations,org approve/reject,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING (UI)**,NOT APPLICABLE,**MISSING**,FULL,FULL,FULL,NONE,NONE,tests/organizations-verification-f2.test.mjs,RESTORE,**P0**,Phase 1,High,not assessed in round 1,none found,app/api/admin/organizations/[id]/review/route.ts:24-55 incl. CANNOT_REVIEW_OWN_ORGANIZATION guard (:55),none,"Platform review of an organization application || admin: **API only, zero UI consumers**, not in sidebar"
ADMIN-029,ROUND-1 (V2 lineage),AB,Auctions,auction admin,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,NOT APPLICABLE,MISSING,PARTIAL,FULL,FULL,NONE,NONE,tests/auctions-hardening-f1.test.mjs,NEW IMPROVEMENT,P1,Phase 2,Med,not assessed in round 1,none found,**no admin UI**; app/api/auctions/[id]/end/route.ts and [id]/contract/route.ts carry admin logic but are the public auction API,none,"Monitor/close auctions, resolve bid disputes || admin: none"
ADMIN-030,ROUND-1 (V2 lineage),AB,Auction organizers,grant / revoke organizer capability,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL — gate mismatch.** The sidebar shows the link to anyone with SETTINGS_MANAGE, but the API hard-requires super_admin (route.ts:13,62), so non-super-admin settings managers see a link that always 403s",NOT APPLICABLE,FULL,FULL,FULL,PARTIAL,NONE,NONE,tests/auctions-contract-f3.test.mjs,KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,none found,"UI app/admin/auction-organizers/auction-organizers-client.tsx:53,90,118; API app/api/admin/auction-organizers/route.ts:12-14,60-62",none,"Authorise an org+user to run limited auctions || admin: UI yes · API yes · sidebar YES (admin-sidebar.tsx:47, gated on SETTINGS_MANAGE) · **API gate is session.role !== 'super_admin'**"
ADMIN-031,ROUND-1 (V2 lineage),AB,Ads,ad campaign CRUD,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**BETTER THAN OLD** — but the page itself has **no PermissionGuard**: app/admin/ads/page.tsx:7 is requireSessionUser only,FULL,FULL,FULL,FULL,FULL,NONE,NONE,"tests/ads-engine.test.mjs, tests/ads-schema-contract.test.mjs",KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/app/admin/ads/ads-admin-client.tsx (957 lines),"app/admin/ads/ads-admin-client.tsx (1041 lines) :497,599,620,655; API app/api/admin/ads/route.ts:59-61,103-105,191-193",AdCampaigns table,"Create/edit/delete ad campaigns || admin: UI yes · API yes · sidebar YES (admin-sidebar.tsx:62) · gate ADS_VIEW/ADS_CREATE/ADS_UPDATE/ADS_PUBLISH (fine-grained, route.ts:60,104,116,192,205)"
ADMIN-032,ROUND-1 (V2 lineage),AB,Ads,approve / reject a creative,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**FULL** — writes audit_logs (approve/route.ts:55),NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,NONE,none,KEEP,P2,—,Low,not assessed in round 1,hist/old-tag/app/api/admin/ads/approve/route.ts,app/api/admin/ads/approve/route.ts:20-22; UI ads-admin-client.tsx:635,none,Ad approval workflow || admin: UI yes · API yes · gate ADS_APPROVE
ADMIN-033,ROUND-1 (V2 lineage),AB,Ads,creative media upload,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,PARTIAL,**BROKEN** — Phase-0 verified: ad-creative storage fails under Node because of the cloudflare:workers R2 import (see PHASE-0-BASELINE),NOT APPLICABLE,FULL,BROKEN,FULL,FULL,NONE,NONE,none,FIX REGRESSION,**P0**,Phase 1,High,not assessed in round 1,hist/old-tag/app/api/sponsor-assets/route.ts,"app/api/ad-assets/route.ts:174,226; UI ads-admin-client.tsx:689-744",none,Multipart upload of ad video/images || admin: UI yes · API yes · gate MEDIA_UPLOAD
ADMIN-034,ROUND-1 (V2 lineage),AB,Advertisers,advertiser (sponsor) CRUD,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,"**FULL** — but the list page app/admin/advertisers/page.tsx:7-8 has **no PermissionGuard** while [id], new, requests, edit all do (:11 in each)",NOT APPLICABLE,FULL,FULL,FULL,PARTIAL,NONE,NONE,none,KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,hist/old-tag/app/admin/sponsors/** (11 files),"app/admin/advertisers/** (11 files, 1:1 rename); AdvertiserDetailView.tsx:42 ≡ SponsorDetailView.tsx:42",none,"Create/list/edit advertiser accounts || admin: UI yes · API /api/advertisers, /api/advertiser-profiles · sidebar YES (admin-sidebar.tsx:46) · gate ADVERTISERS_VIEW/_CREATE/_UPDATE on the sub-pages"
ADMIN-035,ROUND-1 (V2 lineage),AB,Advertisers,advertiser access requests,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL (also unlinked),**PARTIAL — unreachable from navigation**,NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,NONE,none,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/app/admin/sponsors/requests/page.tsx,app/admin/advertisers/requests/page.tsx:11 (ADVERTISERS_VIEW **and** ADVERTISERS_APPROVE); AdvertiserRequestsView.tsx,none,Approve a self-service advertiser sign-up || admin: UI yes · **sidebar NO** — /admin/advertisers/requests has no entry in admin-sidebar.tsx
ADMIN-036,ROUND-1 (V2 lineage),AB,Advertisers,banner management,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**MISSING**,NOT APPLICABLE,MISSING,MISSING,n/a,n/a,NONE,NONE,none,RESTORE,P1,Phase 2,Med,not assessed in round 1,hist/old-tag/app/admin/sponsors/banner/page.tsx:1-13,"**none — no app/admin/advertisers/banner** (find app/admin/advertisers -type f lists 11 files, no banner)",none,Manage the advertiser banner rail || admin: none
ADMIN-037,ROUND-1 (V2 lineage),AB,Advertising,campaigns console (2nd ad system),NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**BROKEN + UNGATED + UNREACHABLE**,NOT APPLICABLE,BROKEN,MISSING,PARTIAL,**NONE**,NONE,NONE,none,MERGE INTO NEW SYSTEM,P1,Phase 2,High,not assessed in round 1,none found,app/admin/advertising/campaigns/page.tsx:11 fetches /api/advertising/campaigns — **find app/api/advertising -type f returns only match/route.ts and track/route.ts** → 404,none,"/admin/advertising/campaigns || admin: UI yes · **API missing** · **sidebar NO** · gate **NONE** (pure 'use client' page, no requireSessionUser)"
ADMIN-038,ROUND-1 (V2 lineage),AB,Advertising,featured properties,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**BROKEN + UNGATED + UNREACHABLE**,NOT APPLICABLE,BROKEN,MISSING,PARTIAL,**NONE**,NONE,NONE,none,MERGE INTO NEW SYSTEM,P1,Phase 2,High,not assessed in round 1,none found,app/admin/advertising/featured/page.tsx:11 → /api/advertising/featured → **404**; table featuredProperties exists (lib/advertising/core/matching.engine.ts:1),none,/admin/advertising/featured || admin: UI yes · API missing · sidebar NO · gate NONE
ADMIN-039,ROUND-1 (V2 lineage),AB,Advertising,news-ticker items,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**BROKEN + UNGATED + UNREACHABLE**,PARTIAL,BROKEN,MISSING,PARTIAL,**NONE**,NONE,NONE,none,MERGE INTO NEW SYSTEM,P1,Phase 2,High,not assessed in round 1,none found,app/admin/advertising/news-ticker/page.tsx:11 → /api/advertising/news-ticker → **404**; table newsTickerItems exists,AdCampaigns.NewsText column,/admin/advertising/news-ticker || admin: UI yes · API missing · sidebar NO · gate NONE
ADMIN-040,ROUND-1 (V2 lineage),AB,Advertising,advertising overview stats,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**STUB (permanently zero) + UNGATED + UNREACHABLE**,NOT APPLICABLE,STUB,MISSING,n/a,**NONE**,NONE,NONE,none,MERGE INTO NEW SYSTEM,P1,Phase 2,High,not assessed in round 1,none found,"app/admin/advertising/page.tsx:11 fetches /api/admin/advertising/stats — **ls app/api/admin/advertising → No such file** → all six tiles stay 0 (page.tsx:7,22-27)",none,/admin/advertising KPI tiles || admin: UI yes · API missing · sidebar NO · gate NONE
ADMIN-041,ROUND-1 (V2 lineage),AB,News,news article CRUD + publish,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**BETTER THAN OLD** — the strongest admin module. Page-level gate is still only requireSessionUser (app/admin/news/page.tsx:7),NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,NONE,"tests/news/*, tests/integrations-news-ads.test.mjs",KEEP + IMPROVE,P2,Phase 2,Low,not assessed in round 1,hist/old-tag/app/admin/news/news-admin-client.tsx (394 lines),"app/admin/news/news-admin-client.tsx (1376 lines) :959,1046,1071,1083; API app/api/news/route.ts:287,311,367",none,Create/edit/publish news items || admin: UI yes · API yes · sidebar YES (admin-sidebar.tsx:53) · gate NEWS_VIEW/NEWS_CREATE/NEWS_UPDATE/NEWS_PUBLISH + country-scope check (news/route.ts:389)
ADMIN-042,ROUND-1 (V2 lineage),AB,News sources,RSS/source registry + manual fetch,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**BETTER THAN OLD**,NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,NONE,tests/news/*,KEEP,P2,—,Low,not assessed in round 1,none found,"news-admin-client.tsx:563,577,619,640,657; API app/api/news/sources/route.ts:13,27,42,60, sources/fetch/route.ts",none,Manage upstream news sources and trigger a fetch || admin: UI yes (news tab) · API yes · gate NEWS_SOURCES_MANAGE
ADMIN-043,ROUND-1 (V2 lineage),AB,News placements,where a news item appears,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**BETTER THAN OLD**,NOT APPLICABLE,FULL,FULL,FULL,FULL,NONE,NONE,tests/news/*,KEEP,P2,—,Low,not assessed in round 1,none found,"news-admin-client.tsx:191,255,276,292; API app/api/news/placements/route.ts",none,Per-channel placement CRUD || admin: UI yes · API yes · gate via news permissions
ADMIN-044,ROUND-1 (V2 lineage),AB,Community,forum topics/posts moderation,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING** — user-generated content with zero moderation path,NOT APPLICABLE,MISSING,MISSING,MISSING,PARTIAL,NONE,NONE,none,RESTORE,**P0**,Phase 1,High,not assessed in round 1,none found,"**none** — app/api/community/topics/route.ts:21-25 and topics/[id]/posts/route.ts:9-14 allow any logged-in user to post; there is **no DELETE, no PATCH, no report target, no admin page**",none,Delete/lock/pin forum content || admin: none
ADMIN-045,ROUND-1 (V2 lineage),AB,Knowledge,knowledge-base moderation,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,NOT APPLICABLE,MISSING,MISSING,MISSING,PARTIAL,NONE,NONE,none,RESTORE,P1,Phase 2,High,not assessed in round 1,none found,"**none** — app/api/knowledge/route.ts:22-24 any session can POST; no admin list, no approval, no status gate on write",none,Approve/edit knowledge items || admin: none
ADMIN-046,ROUND-1 (V2 lineage),AB,Vehicles,vehicle listing admin,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB** — the whole vertical is a placeholder, no admin possible",NOT APPLICABLE,STUB,STUB,MISSING,n/a,NONE,NONE,none,NEW IMPROVEMENT,P3,Phase 3,Low,not assessed in round 1,none found,"**none** — app/api/vehicles/route.ts:3-4 is return NextResponse.json({ success: true, data: [] }), a 4-line stub; app/vehicles page exists",none,Manage the vehicles vertical || admin: none
ADMIN-047,ROUND-1 (V2 lineage),AB,Message reports,flag/moderate a private message,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING**,NOT APPLICABLE,MISSING,MISSING,MISSING,n/a,NONE,NONE,none,NEW IMPROVEMENT,P1,Phase 2,High,not assessed in round 1,none found,"**none** — REPORT_TARGETS = [""review"",""listing"",""request"",""offer"",""provider"",""order""] (lib/services/marketplace.ts:1650); no message/thread/user target",none,Report abusive DMs || admin: none
ADMIN-048,ROUND-1 (V2 lineage),AB,Notifications,admin broadcast / rule editor,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING (write)**,FULL,PARTIAL (read),MISSING,FULL,FULL,NONE,NONE,tests/integrations-notifications.test.mjs,NEW IMPROVEMENT,P1,Phase 2,Med,not assessed in round 1,none found,**read-only** — /api/admin/integration-overview returns listNotificationRules() (route.ts:21) and lib/integration/notifications.ts:192 is the only rule function; there is **no create/update/delete rule and no broadcast endpoint**,"DashboardAlerts table (12 cols, alert center)","Send a platform announcement; edit alert rules || admin: rules listed in /admin/integration, not editable"
ADMIN-049,ROUND-1 (V2 lineage),AB,Translations / i18n,"key + value editing, version publish",NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,"Settings.AppLanguage, IsEnglish","UI yes · API yes · sidebar YES (admin-sidebar.tsx:54) · gate I18N_VIEW/I18N_EDIT/I18N_PUBLISH on the APIs (values/route.ts:18, versions/route.ts:12,27)",FULL,**FULL** — page-level gate is only requireSessionUser (app/admin/i18n/page.tsx:7) but every API is correctly gated,PARTIAL,FULL,FULL,FULL,FULL,NONE,NONE,none,KEEP,P2,not assessed in round 1,hist/old-tag/app/admin/i18n/i18n-admin-client.tsx (314 lines),"app/admin/i18n/i18n-admin-client.tsx (314 lines, byte-identical size) :67,78,133,156,174; API app/api/i18n/admin/keys",values,Manage ar/en/tr strings || admin: versions/route.ts
ADMIN-050,ROUND-1 (V2 lineage),AB,Geo,countries / governorates / cities admin,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**MISSING** — cities are free-text strings on properties.city (app/api/properties/search/route.ts:86 uses eq), with no admin-managed canonical list",FULL,MISSING,MISSING,n/a,n/a,NONE,NONE,none,RESTORE,P1,Phase 2,High,not assessed in round 1,none found,"**none** — app/api/geo has 2 routes (extraction/pipeline, not administration); app/api/location/route.ts is read-only; no app/admin/geo","CountryConfigs (8 rows, FieldsJson + LabelOverridesJson)",Manage the geo hierarchy || admin: none
ADMIN-051,ROUND-1 (V2 lineage),AB,Currencies,currency + FX rate admin,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**MISSING (write)** — FX rates can never be updated through the product,FULL,MISSING,PARTIAL,FULL,n/a,NONE,NONE,none,RESTORE,P1,Phase 2,Med,not assessed in round 1,none found,"**read-only** — app/api/currencies/route.ts GET only, convert/route.ts:6 POST computes; lib/services/currency/currency.service.ts:12 exchangeRateToUSD has no writer","Settings.Currency, Settings.DefaultCurrency, CountryConfigs.DefaultCurrency",Set exchange rates and enabled currencies || admin: none
ADMIN-052,ROUND-1 (V2 lineage),AB,Office devices / integration,"device, sync, radar, delivery console",NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**PARTIAL — read-only.** Five count tiles and five tables; **no revoke device, no rotate credential, no re-pair, no retry a dead-letter sync**. Page gate is only requireSessionUser (app/admin/integration/page.tsx:7)",FULL,PARTIAL,PARTIAL,FULL,PARTIAL,NONE,NONE,tests/integrations-*.test.mjs,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,UI app/admin/integration/admin-integration-client.tsx:20-58; API app/api/admin/integration-overview/route.ts:11-23,"CloudSyncQueue, RadarMatches, Settings.RegisteredHWID","Cross-platform view of the desktop integration || admin: UI yes · API yes · sidebar YES (admin-sidebar.tsx:71) · gate OFFICE_ADMIN_VIEW (route.ts:13) — a permission held by **no role** except super_admin's ""*"""
ADMIN-053,ROUND-1 (V2 lineage),AB,System settings,platform configuration,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**REGRESSION — gutted from 263 lines to a placeholder**,FULL,**STUB**,MISSING,n/a,FULL,NONE,NONE,none,RESTORE,**P0**,Phase 1,High,not assessed in round 1,"hist/old-tag/app/admin/settings-admin-client.tsx:1-263 — full subscription-plan CRUD (create/edit/toggle/delete, price, limits, features) against /api/sponsor-plans","app/admin/settings-admin-client.tsx:1-19 — **19 lines rendering the empty state ""لا توجد أقسام إعدادات بعد"" (:15)**","Settings table: **47 columns** incl. CommissionPercentage, TaxPercentage, SmtpHost/Port/Email, LicenseKey, AutoBackupPath, RadarTolerancePct, PoaAlertDaysBefore","Currencies, commission, tax, SMTP, branding, feature flags || admin: UI stub · no API · sidebar YES (admin-sidebar.tsx:79) · gate SETTINGS_MANAGE (app/admin/settings/page.tsx:11)"
ADMIN-054,ROUND-1 (V2 lineage),AB,Subscription plans,advertiser plan catalogue,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**MISSING**,PARTIAL,MISSING,MISSING,ORPHANED,n/a,NONE,NONE,none,RESTORE,**P0**,Phase 1,High,not assessed in round 1,hist/old-tag/app/api/sponsor-plans/route.ts + settings-admin-client.tsx:115-179,**route deleted** — ls app/api/sponsor-plans → No such file. The table is still queried: app/api/admin/stats/route.ts:70 SELECT COUNT(*) FROM sponsor_plans,Settings.AgencyTier,Price/limits/features per plan || admin: none
ADMIN-055,ROUND-1 (V2 lineage),AB,Advertiser billing,contracts / invoices / payments / subscriptions / documents / activity,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**MISSING — six capabilities lost in one refactor**,FULL,MISSING,MISSING,ORPHANED,n/a,NONE,NONE,none,RESTORE,**P0**,Phase 1,High,not assessed in round 1,"hist/old-tag/app/api/sponsor-contracts/route.ts:15-27, sponsor-invoices/route.ts:14-25, sponsor-payments/, sponsor-subscriptions/, sponsor-documents/, sponsor-activity/route.ts:9-22 — six gated CRUD routes",**all six deleted.** app/api/contracts/route.ts:7-29 is a *different* feature (property sale/lease/auction contracts). lib/services/audit.ts:33-60 still writes sponsor_activity_logs with **no reader**,"Contracts, SaleContracts, ClientLedger, AgencyLedger, Treasury, PostDatedChecks, StaffCommissions",Commercial lifecycle of an advertiser || admin: none
ADMIN-056,ROUND-1 (V2 lineage),AB,Audit log,admin audit viewer,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**BROKEN — wrong table.** The viewer queries **audit_events** (route.ts:86-87), which only recordAuditEvent (auth flows) writes (lib/security/audit.ts:107). **Every admin action writes audit_logs instead** — 15 call sites incl. app/api/admin/ads/approve/route.ts:55, moderators/route.ts:103,138, properties/taxonomy/create/route.ts:11, lib/services/audit.ts:17. The admin audit page can never show a single admin action",NOT APPLICABLE,FULL,**BROKEN**,PARTIAL,FULL,NONE,NONE,tests/audit-log.test.mjs covers only redaction helpers,FIX REGRESSION,**P0**,Phase 1,High,not assessed in round 1,none found,"UI app/admin/audit/audit-admin-client.tsx:85,104; API app/api/admin/audit/route.ts:40-121",none,"Search who did what, when || admin: UI yes · API yes · sidebar YES (admin-sidebar.tsx:75) · gate ADMIN_DASHBOARD_VIEW (route.ts:42) + PermissionGuard (app/admin/audit/page.tsx:11)"
ADMIN-057,ROUND-1 (V2 lineage),AB,Audit log,number of parallel audit systems,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,FULL,**DUPLICATE ×4**,NOT APPLICABLE,n/a,n/a,PARTIAL,n/a,NONE,NONE,none,MERGE INTO NEW SYSTEM,P1,Phase 2,High,not assessed in round 1,one (audit_logs),"**four**: (1) audit_logs raw-SQL (lib/content-schema.ts:53, 15 writers, read by lib/command-center/service.ts:254 and app/api/admin/stats/route.ts:68); (2) audit_events Drizzle (lib/security/audit.ts:98-119, read by /api/admin/audit); (3) lib/audit/audit.service.ts:19 audit() + AuditAction enum — **zero importers, dead**; (4) lib/amrs/security.ts:139 logAudit — in-memory array, lost on restart",none,— || admin: —
ADMIN-058,ROUND-1 (V2 lineage),AB,Health / monitoring,system status console,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,"**STUB — displayed from hardcoded values.** status:""healthy"", database:""healthy"", email:""degraded"", schemaMode:""unknown"", uptime:""unknown"" are literals; realtime is derived from COUNT(*) FROM office_radar_queries > 0 (:391) and officeIntegration from a device count (:392) — neither measures availability",NOT APPLICABLE,STUB,STUB,n/a,FULL,NONE,NONE,tests/command-center.test.mjs:84 asserts the *strings* exist,FIX REGRESSION,P1,Phase 2,High,not assessed in round 1,none found,"real probe lib/health/health.service.ts:12-30 + app/api/health/route.ts (uptime, memory, DB latency) — **grep api/health across app/**/*.tsx and src/** returns zero UI consumers**; the admin panel instead renders lib/command-center/service.ts:385-395, which is hardcoded",none,"Live health of DB, auth, realtime, email || admin: health panel in command centre (command-center-client.tsx:563-569)"
ADMIN-059,ROUND-1 (V2 lineage),AB,Moderators,moderator roster,NOT ASSESSED IN ROUND 1,NOT ASSESSED IN ROUND 1,MISSING,**PARTIAL** — roster + scope CRUD work; the scopes they create are never enforced (ADMIN-008),NOT APPLICABLE,FULL,FULL,FULL,PARTIAL,NONE,NONE,none,KEEP + IMPROVE,P1,Phase 2,Med,not assessed in round 1,none found,"app/api/admin/moderators/route.ts:39-42 lists sponsor_access rows whose role ∈ {content_editor, country_manager, service_supervisor, ad_manager, ads_reviewer, sponsor_admin, super_admin}; UI roles-admin-client.tsx:177-185",none,Who moderates what || admin: UI yes (roles→moderators) · API yes · gate ROLES_VIEW/ROLES_MANAGE
